Percent of connections that are bidirected: 0.005466416966138584
rule_id, collapses, edges_approx, total_cost, rule_details
1, 493, 0, 750232, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2), (1, 3)]
10, 1476, 0, 725187, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3), (1, 5)]
1, 82, 0, 723807, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2), (1, 3)]
10, 576, 472, 715445, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3), (1, 5)]
1, 38, 0, 714813, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2), (1, 3)]
61, 38, 0, 713014, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 121), ('type_1', 'type_1'), ('type_1', 2352), ('type_1', 121), ('type_1', 101), (121, 101), (121, 2352)]
66, 17, 0, 712772, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 7103), ('type_1', 'type_1'), (7103, 162), (7103, 7107)]
53, 1, 12, 735166, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
16, 1, 11, 735201, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
53, 2, 23, 735019, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
16, 2, 19, 735069, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
53, 1, 11, 734999, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
25, 1, 11, 734914, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
16, 1, 12, 734951, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 2, 26, 735015, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
26, 1, 11, 734930, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
16, 3, 35, 735011, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 3, 39, 735055, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
16, 1, 12, 735092, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
53, 1, 12, 735039, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
47, 1, 11, 735059, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
16, 1, 12, 735096, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
63, 1, 12, 735043, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 112), ('type_1', 'type_1'), ('type_1', 112), ('type_1', 5072), (112, 5072), (5072, 112)]
16, 1, 11, 735078, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 1, 12, 735100, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
0, 1, 12, 735137, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 1, 12, 735174, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
53, 1, 12, 735121, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
16, 5, 64, 735258, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 2, 26, 735292, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
16, 4, 51, 735404, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 1, 13, 735443, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
25, 1, 12, 735390, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
0, 2, 23, 735448, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 3, 37, 735533, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
25, 1, 12, 735480, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
0, 1, 12, 735517, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 1, 13, 735556, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
15, 2, 26, 735620, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
64, 1, 12, 735552, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
16, 3, 33, 735629, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
25, 2, 26, 735453, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
65, 2, 21, 735477, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
16, 3, 38, 735564, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
15, 1, 13, 735603, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
16, 7, 89, 735788, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
26, 1, 12, 735750, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
16, 2, 24, 735810, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
47, 2, 26, 735844, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
16, 1, 12, 735881, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 1, 13, 735920, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 12, 150, 736222, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
9, 1, 13, 736261, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
64, 1, 13, 736165, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
16, 3, 36, 736248, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
47, 2, 26, 736282, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
64, 1, 13, 736201, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
16, 3, 36, 736284, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
53, 1, 12, 736216, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
16, 1, 11, 736251, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
25, 1, 12, 736153, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
16, 3, 36, 736236, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 3, 39, 736325, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 1, 13, 736364, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 2, 26, 736398, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
16, 4, 51, 736510, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
47, 1, 13, 736534, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
15, 3, 41, 736627, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
53, 1, 13, 736576, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
63, 1, 13, 736510, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 112), ('type_1', 'type_1'), ('type_1', 112), ('type_1', 5072), (112, 5072), (5072, 112)]
47, 1, 12, 736532, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
16, 7, 90, 736719, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 2, 26, 736783, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 3, 39, 736872, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
25, 1, 13, 736806, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3995), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (3995, 4)]
0, 2, 25, 736868, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
53, 1, 13, 736772, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
63, 1, 11, 736732, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 112), ('type_1', 'type_1'), ('type_1', 112), ('type_1', 5072), (112, 5072), (5072, 112)]
0, 1, 12, 736769, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
64, 1, 13, 736673, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
47, 1, 13, 736697, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
0, 2, 26, 736761, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 3, 39, 736850, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 2, 26, 736914, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 7, 90, 737101, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
24, 1, 12, 737048, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 3992), ('type_1', 4), (4, 3992)]
53, 1, 13, 736997, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
16, 1, 9, 737028, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
9, 1, 13, 737067, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
16, 1, 12, 737104, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
26, 1, 12, 737081, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
16, 1, 11, 737116, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 3, 41, 737209, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
15, 1, 13, 737248, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
16, 5, 62, 737381, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 1, 13, 737405, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
0, 1, 13, 737444, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 8, 101, 737652, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
53, 1, 13, 737586, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
0, 1, 13, 737625, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 2, 23, 737683, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
9, 1, 14, 737724, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
15, 3, 42, 737819, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
16, 4, 52, 737933, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
9, 1, 14, 737974, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
16, 3, 39, 738063, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 1, 13, 738087, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
16, 2, 26, 738151, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 3, 42, 738201, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
26, 1, 12, 738148, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
16, 1, 11, 738183, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 2, 27, 738249, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
24, 1, 13, 738198, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 3992), ('type_1', 4), (4, 3992)]
53, 1, 12, 738145, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
9, 1, 12, 738182, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
0, 1, 13, 738221, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
47, 2, 26, 738255, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
65, 2, 27, 738291, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
16, 4, 50, 738401, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
15, 2, 28, 738469, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
26, 1, 13, 738418, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
16, 7, 90, 738605, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
9, 3, 42, 738700, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
16, 6, 77, 738862, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 3, 41, 738910, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
47, 3, 40, 738956, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
26, 1, 13, 738845, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
16, 3, 40, 738936, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 1, 14, 738977, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
47, 3, 42, 739027, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 62), ('type_1', 'type_1'), ('type_1', 62), (62, 6701), (6701, 62)]
16, 5, 69, 739174, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
15, 1, 14, 739215, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
9, 1, 14, 739256, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 1), (1, 3)]
53, 1, 14, 739162, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
16, 1, 12, 739199, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
64, 2, 27, 739040, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 147), ('type_0', 149), ('type_1', 'type_1'), ('type_1', 149), (147, 149), (149, 147)]
0, 1, 10, 739073, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 5, 67, 739216, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 1, 13, 739240, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
16, 7, 96, 739439, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 3, 42, 739534, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
53, 2, 28, 739407, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
0, 1, 11, 739442, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 2, 25, 739504, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 1, 13, 739528, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
24, 1, 13, 739477, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 3992), ('type_1', 4), (4, 3992)]
16, 2, 26, 739541, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
53, 1, 12, 739443, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1569), ('type_0', 79), ('type_1', 'type_1'), ('type_1', 1569), (1569, 79)]
16, 1, 12, 739480, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 2, 26, 739514, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
16, 2, 25, 739576, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
0, 1, 14, 739617, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
15, 1, 14, 739658, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
65, 1, 14, 739684, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
16, 5, 63, 739819, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 1, 13, 739843, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
26, 1, 12, 739790, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
16, 5, 60, 739919, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
65, 4, 52, 739973, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
16, 5, 64, 740110, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
15, 1, 13, 740149, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
24, 1, 13, 740098, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 3992), ('type_1', 4), (4, 3992)]
16, 1, 13, 740137, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
15, 2, 28, 740205, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
65, 5, 70, 740279, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 157), ('type_1', 'type_1'), ('type_1', 1302), (157, 1302), (1302, 157)]
0, 4, 56, 740401, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 1), ('type_1', 'type_1'), ('type_1', 2), (1, 2)]
16, 1, 14, 740442, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
26, 1, 14, 740408, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 3669), ('type_1', 'type_1'), ('type_1', 4), ('type_1', 3669), (4, 3669)]
16, 4, 49, 740516, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 9), ('type_1', 'type_1'), ('type_1', 1), (1, 9)]
15, 1, 14, 740557, [('type_0', 'type_0'), ('type_0', 'type_1'), ('type_0', 4), ('type_1', 'type_1'), ('type_1', 4), (1, 4)]
